Date,Type,Title,Rating (R relevant / B background / N not relevant),Where it lands on the site,URL
10 April 2025,Support Pool of Experts,AI Privacy Risks & Mitigations Large Language Models (LLMs),R,Topic 13; AI Risk tool; AI Act section 10,https://www.edpb.europa.eu/documents/support-pool-of-experts/ai-privacy-risks-mitigations-large-language-models-llms_en
09 April 2025,Opinion of the Board (Art. 64),Opinion 5/2025 on the draft decision of the Finnish Supervisory Authority regarding the Processor Binding Corporate Rules of the Nokia Group,N,"Routine Art 64 opinion (BCRs, accreditation, certification, national DPIA lists, codes, SCCs)",https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-52025-on-the-draft-decision-of-the-finnish_en
09 April 2025,Opinion of the Board (Art. 64),Opinion 4/2025 on the draft decision of the Finnish Supervisory Authority regarding the Controller Binding Corporate Rules of the Nokia Group,N,"Routine Art 64 opinion (BCRs, accreditation, certification, national DPIA lists, codes, SCCs)",https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-42025-on-the-draft-decision-of-the-finnish_en
03 April 2025,Legal study by external providers,Study on the secondary use of personal data in the context of scientific research,B,Topic 11,https://www.edpb.europa.eu/documents/legal-study-by-external-suppliers/study-on-the-secondary-use-of-personal-data-in-the_en
19 March 2025,Procedure,EDPB Document Setting Forth a Co-Operation procedure for the approval of Binding Corporate Rules for controllers and processors,N,EDPB internal procedure,https://www.edpb.europa.eu/documents/procedure/edpb-document-setting-forth-a-co-operation-procedure-for-the-approval-of_en
18 March 2025,Support Pool of Experts,Report on the use of SPE external experts in 2024,N,,https://www.edpb.europa.eu/documents/support-pool-of-experts/report-on-the-use-of-spe-external-experts-in-2024_en
14 March 2025,Opinion of the Board (Art. 64),Opinion 2/2025 on the draft decision of the Swedish Supervisory Authority regarding the Controller Binding Corporate Rules of the Alfa Laval Group,N,"Routine Art 64 opinion (BCRs, accreditation, certification, national DPIA lists, codes, SCCs)",https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-22025-on-the-draft-decision-of-the-swedish_en
14 March 2025,Statement,Statement 2/2025 on the implementation of the PNR Directive in light of CJEU Judgment C-817/19,N,,https://www.edpb.europa.eu/documents/statement/statement-22025-on-the-implementation-of-the-pnr-directive-in-light-of-cjeu_en
13 February 2025,Recommendation,Recommendations 1/2025 on the 2027 WADA World Anti-Doping Code,N,,https://www.edpb.europa.eu/documents/recommendation/recommendations-12025-on-the-2027-wada-world-anti-doping-code_en
12 February 2025,Statement,Statement 1/2025 on Age Assurance,R,Topic 18 marketing to children,https://www.edpb.europa.eu/documents/statement/statement-12025-on-age-assurance_en
12 February 2025,Internal document,EDPB Document on Process guide for the selection and the handling of strategic cases,N,EDPB internal procedure,https://www.edpb.europa.eu/documents/internal-document/edpb-document-on-process-guide-for-the-selection-and-the-handling-of_en
23 January 2025,Support Pool of Experts,AI: Complex Algorithms and effective Data Protection Supervision,B,Topic 13,https://www.edpb.europa.eu/documents/support-pool-of-experts/ai-complex-algorithms-and-effective-data-protection-supervision_en
21 January 2025,Opinion of the Board (Art. 64),Opinion 01/2025 on the draft decision of the French Supervisory Authority regarding the Controller Binding Corporate Rules of the Coface Group,N,"Routine Art 64 opinion (BCRs, accreditation, certification, national DPIA lists, codes, SCCs)",https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-012025-on-the-draft-decision-of-the-french_en
20 January 2025,Coordinated Enforcement Framework,"Coordinated Enforcement Action, implementation of the right of access by controllers",R,Topic 8,https://www.edpb.europa.eu/documents/coordinated-enforcement-framework/coordinated-enforcement-action-implementation-of-the_en
17 January 2025,Other policy document,Position paper on Interplay between data protection and competition law,B,Privacy Assessment competitor-sharing factor,https://www.edpb.europa.eu/documents/other-policy-document/position-paper-on-interplay-between-data-protection-and-competition_en
16 January 2025,Support Pool of Experts,One-Stop-Shop case digest on right of access,R,Topic 8,https://www.edpb.europa.eu/documents/support-pool-of-experts/one-stop-shop-case-digest-on-right-of-access_en
18 December 2024,Opinion of the Board (Art. 64),Opinion 28/2024 on certain data protection aspects related to the processing of personal data in the context of AI models,R,"Topic 13; AI Act sections 6, 13; AI Risk tool",https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-282024-on-certain-data-protection-aspects-related-to_en
03 December 2024,"Reports, statements, and letters",Statement 6/2024 on the Second Report on the Application of the General Data Protection Regulation - Fostering Cross-Regulatory Consistency and Cooperation,N,,https://www.edpb.europa.eu/documents/reports-statements-and-letters/statement-62024-on-the-second-report-on-the-application-of_en
02 December 2024,Opinion of the Board (Art. 64),Opinion 24/2024 on the draft decision of the Hesse Supervisory Authority (Germany) regarding the Controller Binding Corporate Rules of the Infosys Group,N,"Routine Art 64 opinion (BCRs, accreditation, certification, national DPIA lists, codes, SCCs)",https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-242024-on-the-draft-decision-of-the-hesse-supervisory_en
02 December 2024,Opinion of the Board (Art. 64),"Opinion 26/2024 on the draft decision of the DE Bremen Supervisory Authority regarding the ""Catalogue of Criteria for the Certification of IT-supported processing of Personal Data pursuant to art 42 GDPR ('GDPR - information privacy standard')"" presented",N,"Routine Art 64 opinion (BCRs, accreditation, certification, national DPIA lists, codes, SCCs)",https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-262024-on-the-draft-decision-of-the-de-bremen_en
02 December 2024,Opinion of the Board (Art. 64),Opinion 27/2024 on the Brand Compliance criteria of certification regarding their approval by the Board as European Data Protection Seal pursuant to Article 42.5 (GDPR),N,"Routine Art 64 opinion (BCRs, accreditation, certification, national DPIA lists, codes, SCCs)",https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-272024-on-the-brand-compliance-criteria-of_en
02 December 2024,Opinion of the Board (Art. 64),Opinion 25/2024 on the draft decision of the Hesse Supervisory Authority (Germany) regarding the Processor Binding Corporate Rules of the Infosys Group,N,"Routine Art 64 opinion (BCRs, accreditation, certification, national DPIA lists, codes, SCCs)",https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-252024-on-the-draft-decision-of-the-hesse-supervisory_en
11 November 2024,Opinion of the Board (Art. 64),Opinion 23/2024 on the draft decision of the Irish Supervisory Authority regarding the Controller Binding Corporate Rules of the Aptiv Group,N,"Routine Art 64 opinion (BCRs, accreditation, certification, national DPIA lists, codes, SCCs)",https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-232024-on-the-draft-decision-of-the-irish-supervisory_en
04 November 2024,"Reports, statements, and letters",Statement 5/2024 on the Recommendations of the High-Level Group on Access to Data for Effective Law Enforcement,N,,https://www.edpb.europa.eu/documents/reports-statements-and-letters/statement-52024-on-the-recommendations-of-the-high-level_en
04 November 2024,"Reports, statements, and letters",EDPB Report on the first review of the European Commission Implementing Decision on the adequate protection of personal data under the EU-US Data Privacy Framework,N,,https://www.edpb.europa.eu/documents/reports-statements-and-letters/edpb-report-on-the-first-review-of-the-european-commission_en
16 October 2024,Guideline,Guidelines 2/2023 on Technical Scope of Art. 5(3) of ePrivacy Directive,R,Topic 15; Privacy Assessment tracking factor,https://www.edpb.europa.eu/documents/guideline/guidelines-22023-on-technical-scope-of-art-53-of-eprivacy-directive_en
09 October 2024,"Reports, statements, and letters",EDPB Work Programme 2024-2025,N,Institutional report,https://www.edpb.europa.eu/documents/reports-statements-and-letters/edpb-work-programme-2024-2025_en
09 October 2024,"Reports, statements, and letters",Statement 4/2024 on the recent legislative developments on the Draft Regulation laying down additional procedural rules for the enforcement of the GDPR,N,,https://www.edpb.europa.eu/documents/reports-statements-and-letters/statement-42024-on-the-recent-legislative-developments-on_en
09 October 2024,Opinion of the Board (Art. 64),Opinion 22/2024 on certain obligations following from the reliance on processor(s) and sub-processor(s),R,Privacy Assessment third parties; TPSA,https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-222024-on-certain-obligations-following-from-the_en
17 September 2024,Opinion of the Board (Art. 64),Opinion 21/2024 on the draft decision of the French Supervisory Authority regarding the Processor Binding Corporate Rules of the Talan Group,N,"Routine Art 64 opinion (BCRs, accreditation, certification, national DPIA lists, codes, SCCs)",https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-212024-on-the-draft-decision-of-the-french_en
17 September 2024,Opinion of the Board (Art. 64),Opinion 20/2024 on the draft decision of the North Rhine-Westphalian Supervisory Authority regarding the Controller Binding Corporate Rules of the Viega Group,N,"Routine Art 64 opinion (BCRs, accreditation, certification, national DPIA lists, codes, SCCs)",https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-202024-on-the-draft-decision-of-the-north-rhine_en
18 July 2024,Opinion of the Board (Art. 64),Opinion 18/2024 on the draft decision of the Austrian Supervisory Authority regarding DSGVO-zt GmbH certification criteria,N,"Routine Art 64 opinion (BCRs, accreditation, certification, national DPIA lists, codes, SCCs)",https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-182024-on-the-draft-decision-of-the-austrian_en
18 July 2024,Opinion of the Board (Art. 64),Opinion 19/2024 on the EuroPrise criteria of certification regarding their approval by the Board as European Data Protection Seal pursuant to Article 42.5 (GDPR),N,"Routine Art 64 opinion (BCRs, accreditation, certification, national DPIA lists, codes, SCCs)",https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-192024-on-the-europrise-criteria-of-certification_en
16 July 2024,Opinion of the Board (Art. 64),Opinion 17/2024 on the draft decision of the Spanish Supervisory Authority regarding the Controller Binding Corporate Rules of the FCC Group,N,"Routine Art 64 opinion (BCRs, accreditation, certification, national DPIA lists, codes, SCCs)",https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-172024-on-the-draft-decision-of-the-spanish_en
16 July 2024,Opinion of the Board (Art. 64),Opinion 14/2024 on the draft decision of the Estonian Supervisory Authority regarding the Processor Binding Corporate Rules of the Mercans Group,N,"Routine Art 64 opinion (BCRs, accreditation, certification, national DPIA lists, codes, SCCs)",https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-142024-on-the-draft-decision-of-the-estonian_en
16 July 2024,Opinion of the Board (Art. 64),Opinion 16/2024 on the draft decision of the Spanish Supervisory Authority regarding the Controller Binding Corporate Rules of the AVATURE Group,N,"Routine Art 64 opinion (BCRs, accreditation, certification, national DPIA lists, codes, SCCs)",https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-162024-on-the-draft-decision-of-the-spanish_en
16 July 2024,Other guidance,EU-US Data Privacy Framework FAQ for European individuals,B,Transfers,https://www.edpb.europa.eu/documents/other-guidance/eu-us-data-privacy-framework-faq-for-european-individuals_en
16 July 2024,"Reports, statements, and letters",Statement 3/2024 on data protection authorities' role in the Artificial Intelligence Act framework,R,AI Act section 8 governance,https://www.edpb.europa.eu/documents/reports-statements-and-letters/statement-32024-on-data-protection-authorities-role-in-the_en
16 July 2024,Other guidance,EU-US Data Privacy Framework FAQ for European businesses,B,Superseded by version 2.0,https://www.edpb.europa.eu/documents/other-guidance/eu-us-data-privacy-framework-faq-for-european-businesses_en
16 July 2024,Opinion of the Board (Art. 64),Opinion 15/2024 on the draft decision of the Spanish Supervisory Authority regarding the Processor Binding Corporate Rules of the AVATURE Group,N,"Routine Art 64 opinion (BCRs, accreditation, certification, national DPIA lists, codes, SCCs)",https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-152024-on-the-draft-decision-of-the-spanish_en
